fname,w,h,lazul_x,lazul_y,lazul_w,lazul_h,lverde_x,lverde_y,lverde_w,lverde_h,vazam_x,vazam_y,vazam_w,vazam_h,vamve_x,vamve_y,vamve_w,vamve_h
2019-04-06-13-44-20-001072.jpg,640.0,480.0,245.0,151.0,58.0,77.0,270.0,14.0,56.0,40.0,,,,,,,,
2019-04-06-13-44-20-001105.jpg,640.0,480.0,245.0,151.0,58.0,77.0,270.0,13.0,56.0,40.0,,,,,,,,
2019-04-06-13-44-20-001139.jpg,640.0,480.0,245.0,150.0,58.0,77.0,272.0,14.0,54.0,39.0,,,,,,,,
2019-04-06-13-44-20-001172.jpg,640.0,480.0,243.0,151.0,58.0,77.0,270.0,15.0,54.0,39.0,,,,,,,,
2019-04-06-13-44-20-001206.jpg,640.0,480.0,242.0,152.0,58.0,77.0,267.0,14.0,56.0,40.0,,,,,,,,
2019-04-06-13-44-20-001239.jpg,640.0,480.0,238.0,153.0,58.0,77.0,264.0,14.0,55.0,40.0,,,,,,,,
2019-04-06-13-44-20-001273.jpg,640.0,480.0,236.0,156.0,57.0,75.0,262.0,16.0,53.0,38.0,,,,,,,,
2019-04-06-13-44-20-001306.jpg,640.0,480.0,234.0,157.0,57.0,75.0,258.0,16.0,54.0,39.0,,,,,,,,
2019-04-06-13-44-20-001340.jpg,640.0,480.0,231.0,159.0,57.0,75.0,255.0,16.0,54.0,39.0,,,,,,,,
2019-04-06-13-44-20-001373.jpg,640.0,480.0,226.0,158.0,59.0,85.0,251.0,16.0,55.0,40.0,,,,,,,,
2019-04-06-13-44-20-001407.jpg,640.0,480.0,224.0,161.0,57.0,83.0,249.0,19.0,54.0,39.0,,,,,,,,
2019-04-06-13-44-20-001440.jpg,640.0,480.0,222.0,162.0,56.0,81.0,246.0,18.0,55.0,40.0,,,,,,,,
2019-04-06-13-44-20-001474.jpg,640.0,480.0,219.0,164.0,57.0,83.0,243.0,19.0,55.0,40.0,,,,,,,,
2019-04-06-13-44-20-001507.jpg,640.0,480.0,218.0,166.0,55.0,80.0,240.0,20.0,55.0,40.0,,,,,,,,
2019-04-06-13-44-20-001541.jpg,640.0,480.0,216.0,167.0,55.0,80.0,238.0,19.0,55.0,40.0,,,,,,,,
2019-04-06-13-44-20-001574.jpg,640.0,480.0,214.0,168.0,56.0,81.0,237.0,20.0,55.0,40.0,,,,,,,,
2019-04-06-13-44-20-001608.jpg,640.0,480.0,214.0,168.0,56.0,81.0,237.0,19.0,55.0,40.0,,,,,,,,
2019-04-06-13-44-20-001641.jpg,640.0,480.0,214.0,168.0,56.0,81.0,236.0,20.0,56.0,40.0,,,,,,,,
2019-04-06-13-44-20-001675.jpg,640.0,480.0,214.0,167.0,57.0,83.0,236.0,19.0,56.0,40.0,,,,,,,,
2019-04-06-13-44-20-001708.jpg,640.0,480.0,214.0,168.0,56.0,81.0,237.0,19.0,55.0,40.0,,,,,,,,
2019-04-06-13-44-20-001742.jpg,640.0,480.0,214.0,167.0,57.0,83.0,237.0,20.0,54.0,39.0,,,,,,,,
2019-04-06-13-44-20-001775.jpg,640.0,480.0,214.0,167.0,57.0,83.0,237.0,19.0,54.0,39.0,,,,,,,,
2019-04-06-13-44-20-001809.jpg,640.0,480.0,214.0,168.0,56.0,81.0,237.0,21.0,54.0,39.0,,,,,,,,
2019-04-06-13-44-20-001842.jpg,640.0,480.0,215.0,168.0,55.0,80.0,237.0,20.0,55.0,40.0,,,,,,,,
2019-04-06-13-44-20-001876.jpg,640.0,480.0,214.0,168.0,55.0,80.0,237.0,20.0,55.0,40.0,,,,,,,,
2019-04-06-13-44-20-001910.jpg,640.0,480.0,214.0,168.0,55.0,80.0,237.0,20.0,55.0,40.0,,,,,,,,
2019-04-06-13-44-20-001943.jpg,640.0,480.0,215.0,168.0,55.0,80.0,236.0,20.0,55.0,40.0,,,,,,,,
2019-04-06-13-44-20-001977.jpg,640.0,480.0,215.0,168.0,55.0,80.0,237.0,21.0,54.0,39.0,,,,,,,,
2019-04-06-13-44-20-002010.jpg,640.0,480.0,215.0,168.0,54.0,78.0,237.0,20.0,55.0,40.0,,,,,,,,
2019-04-06-13-44-20-002044.jpg,640.0,480.0,215.0,168.0,55.0,80.0,237.0,20.0,55.0,40.0,,,,,,,,
2019-04-06-13-44-20-002077.jpg,640.0,480.0,215.0,168.0,55.0,80.0,237.0,20.0,55.0,40.0,,,,,,,,
2019-04-06-13-44-20-002111.jpg,640.0,480.0,214.0,168.0,55.0,80.0,237.0,21.0,54.0,39.0,,,,,,,,
2019-04-06-13-44-20-002144.jpg,640.0,480.0,215.0,168.0,55.0,80.0,237.0,20.0,55.0,40.0,,,,,,,,
2019-04-06-13-44-20-002178.jpg,640.0,480.0,214.0,168.0,55.0,80.0,237.0,20.0,55.0,40.0,,,,,,,,
2019-04-06-13-44-20-002211.jpg,640.0,480.0,215.0,168.0,55.0,80.0,237.0,20.0,55.0,40.0,,,,,,,,
2019-04-06-13-44-20-002245.jpg,640.0,480.0,214.0,168.0,55.0,80.0,237.0,21.0,54.0,39.0,,,,,,,,
2019-04-06-13-44-20-002278.jpg,640.0,480.0,215.0,168.0,55.0,80.0,237.0,20.0,55.0,40.0,,,,,,,,
2019-04-06-13-44-20-002312.jpg,640.0,480.0,215.0,168.0,55.0,80.0,237.0,20.0,55.0,40.0,,,,,,,,
2019-04-06-13-44-20-002345.jpg,640.0,480.0,215.0,168.0,55.0,80.0,237.0,20.0,56.0,40.0,,,,,,,,
2019-04-06-13-44-20-002379.jpg,640.0,480.0,216.0,168.0,55.0,80.0,239.0,20.0,55.0,40.0,,,,,,,,
2019-04-06-13-44-20-002412.jpg,640.0,480.0,217.0,168.0,55.0,80.0,240.0,20.0,55.0,40.0,,,,,,,,
2019-04-06-13-44-20-002446.jpg,640.0,480.0,218.0,168.0,55.0,80.0,242.0,20.0,55.0,40.0,,,,,,,,
2019-04-06-13-44-20-002479.jpg,640.0,480.0,221.0,168.0,55.0,80.0,245.0,20.0,55.0,40.0,,,,,,,,
2019-04-06-13-44-20-002513.jpg,640.0,480.0,226.0,168.0,55.0,80.0,248.0,21.0,55.0,40.0,,,,,,,,
2019-04-06-13-44-20-002546.jpg,640.0,480.0,231.0,168.0,54.0,78.0,255.0,20.0,55.0,40.0,,,,,,,,
2019-04-06-13-44-20-002580.jpg,640.0,480.0,240.0,167.0,55.0,80.0,264.0,19.0,55.0,40.0,,,,,,,,
2019-04-06-13-44-20-002613.jpg,640.0,480.0,250.0,167.0,55.0,80.0,277.0,21.0,54.0,39.0,,,,,,,,
2019-04-06-13-44-20-002647.jpg,640.0,480.0,262.0,168.0,55.0,80.0,292.0,21.0,54.0,39.0,,,,,,,,
2019-04-06-13-44-20-002680.jpg,640.0,480.0,278.0,168.0,55.0,80.0,310.0,21.0,54.0,39.0,,,,,,,,
2019-04-06-13-44-20-002714.jpg,640.0,480.0,295.0,165.0,54.0,78.0,330.0,18.0,54.0,39.0,,,,,,,,
2019-04-06-13-44-20-002747.jpg,640.0,480.0,305.0,167.0,64.0,90.0,347.0,16.0,54.0,39.0,,,,,,,,
2019-04-06-13-44-20-002781.jpg,640.0,480.0,312.0,171.0,64.0,90.0,356.0,20.0,54.0,39.0,,,,,,,,
2019-04-06-13-44-20-002814.jpg,640.0,480.0,314.0,170.0,64.0,90.0,361.0,17.0,54.0,39.0,,,,,,,,
2019-04-06-13-44-20-002848.jpg,640.0,480.0,314.0,172.0,64.0,90.0,360.0,20.0,55.0,40.0,,,,,,,,
2019-04-06-13-44-20-002881.jpg,640.0,480.0,314.0,172.0,64.0,90.0,359.0,19.0,56.0,40.0,,,,,,,,
2019-04-06-13-44-20-002915.jpg,640.0,480.0,312.0,173.0,63.0,89.0,357.0,19.0,56.0,40.0,,,,,,,,
2019-04-06-13-44-20-002948.jpg,640.0,480.0,310.0,170.0,66.0,93.0,357.0,19.0,56.0,40.0,,,,,,,,
2019-04-06-13-44-20-002982.jpg,640.0,480.0,311.0,173.0,65.0,91.0,356.0,19.0,56.0,40.0,,,,,,,,
2019-04-06-13-44-20-003015.jpg,640.0,480.0,310.0,173.0,65.0,91.0,356.0,22.0,57.0,44.0,,,,,,,,
2019-04-06-13-44-20-003049.jpg,640.0,480.0,310.0,174.0,63.0,89.0,356.0,22.0,55.0,43.0,,,,,,,,
2019-04-06-13-44-20-003082.jpg,640.0,480.0,310.0,174.0,63.0,89.0,356.0,22.0,57.0,44.0,,,,,,,,
2019-04-06-13-44-20-003116.jpg,640.0,480.0,309.0,174.0,63.0,89.0,355.0,22.0,57.0,44.0,,,,,,,,
2019-04-06-13-44-20-003149.jpg,640.0,480.0,309.0,174.0,63.0,89.0,355.0,22.0,56.0,43.0,,,,,,,,
2019-04-06-13-44-20-003183.jpg,640.0,480.0,307.0,175.0,63.0,89.0,353.0,22.0,59.0,45.0,,,,,,,,
2019-04-06-13-44-20-003216.jpg,640.0,480.0,307.0,175.0,63.0,89.0,351.0,22.0,60.0,46.0,,,,,,,,
2019-04-06-13-44-20-003250.jpg,640.0,480.0,306.0,175.0,63.0,89.0,350.0,22.0,60.0,46.0,,,,,,,,
2019-04-06-13-44-20-003283.jpg,640.0,480.0,306.0,175.0,65.0,91.0,351.0,23.0,58.0,44.0,,,,,,,,
2019-04-06-13-44-20-003317.jpg,640.0,480.0,305.0,175.0,66.0,93.0,350.0,22.0,60.0,46.0,,,,,,,,
2019-04-06-13-44-20-003350.jpg,640.0,480.0,305.0,176.0,65.0,91.0,350.0,23.0,58.0,44.0,,,,,,,,
2019-04-06-13-44-20-003384.jpg,640.0,480.0,305.0,176.0,65.0,91.0,351.0,22.0,56.0,43.0,,,,,,,,
2019-04-06-13-44-20-003417.jpg,640.0,480.0,304.0,177.0,63.0,89.0,349.0,23.0,58.0,44.0,,,,,,,,
2019-04-06-13-44-20-003451.jpg,640.0,480.0,304.0,176.0,63.0,89.0,347.0,21.0,60.0,46.0,,,,,,,,
2019-04-06-13-44-20-003484.jpg,640.0,480.0,303.0,177.0,63.0,89.0,349.0,23.0,56.0,43.0,,,,,,,,
2019-04-06-13-44-20-003518.jpg,640.0,480.0,303.0,179.0,61.0,86.0,348.0,23.0,54.0,42.0,,,,,,,,
2019-04-06-13-44-20-003551.jpg,640.0,480.0,302.0,179.0,62.0,88.0,345.0,23.0,56.0,43.0,,,,,,,,
2019-04-06-13-44-20-003585.jpg,640.0,480.0,300.0,179.0,65.0,91.0,343.0,23.0,59.0,45.0,,,,,,,,
2019-04-06-13-44-20-003618.jpg,640.0,480.0,298.0,180.0,65.0,91.0,343.0,23.0,59.0,45.0,,,,,,,,
2019-04-06-13-44-20-003652.jpg,640.0,480.0,297.0,181.0,65.0,91.0,341.0,24.0,58.0,44.0,,,,,,,,
2019-04-06-13-44-20-003685.jpg,640.0,480.0,297.0,182.0,63.0,89.0,339.0,23.0,60.0,46.0,,,,,,,,
2019-04-06-13-44-20-003719.jpg,640.0,480.0,296.0,183.0,63.0,89.0,339.0,24.0,56.0,43.0,,,,,,,,
2019-04-06-13-44-20-003752.jpg,640.0,480.0,295.0,184.0,63.0,89.0,337.0,24.0,59.0,45.0,,,,,,,,
2019-04-06-13-44-20-003786.jpg,640.0,480.0,294.0,185.0,63.0,89.0,336.0,25.0,58.0,44.0,,,,,,,,
2019-04-06-13-44-20-003820.jpg,640.0,480.0,294.0,185.0,63.0,89.0,335.0,24.0,59.0,45.0,,,,,,,,
2019-04-06-13-44-20-003853.jpg,640.0,480.0,293.0,186.0,63.0,89.0,334.0,24.0,60.0,46.0,,,,,,,,
2019-04-06-13-44-20-003887.jpg,640.0,480.0,293.0,185.0,65.0,91.0,335.0,26.0,58.0,44.0,,,,,,,,
2019-04-06-13-44-20-003920.jpg,640.0,480.0,292.0,184.0,66.0,93.0,336.0,24.0,56.0,43.0,,,,,,,,
2019-04-06-13-44-20-003954.jpg,640.0,480.0,292.0,185.0,66.0,93.0,335.0,26.0,58.0,44.0,,,,,,,,
2019-04-06-13-44-20-003987.jpg,640.0,480.0,293.0,185.0,66.0,93.0,335.0,25.0,58.0,44.0,,,,,,,,
2019-04-06-13-44-20-004021.jpg,640.0,480.0,292.0,184.0,67.0,95.0,335.0,25.0,58.0,44.0,,,,,,,,
2019-04-06-13-44-20-004054.jpg,640.0,480.0,292.0,184.0,67.0,95.0,335.0,25.0,58.0,44.0,,,,,,,,
2019-04-06-13-44-20-004088.jpg,640.0,480.0,293.0,184.0,66.0,93.0,336.0,24.0,56.0,43.0,,,,,,,,
2019-04-06-13-44-20-004121.jpg,640.0,480.0,294.0,185.0,65.0,91.0,335.0,25.0,56.0,43.0,,,,,,,,
2019-04-06-13-44-20-004155.jpg,640.0,480.0,293.0,185.0,65.0,91.0,335.0,25.0,58.0,44.0,,,,,,,,
2019-04-06-13-44-20-004188.jpg,640.0,480.0,293.0,185.0,65.0,91.0,335.0,25.0,58.0,44.0,,,,,,,,
2019-04-06-13-44-20-004222.jpg,640.0,480.0,293.0,185.0,66.0,93.0,334.0,25.0,59.0,45.0,,,,,,,,
2019-04-06-13-44-20-004255.jpg,640.0,480.0,292.0,184.0,67.0,95.0,335.0,25.0,58.0,44.0,,,,,,,,
2019-04-06-13-44-20-004289.jpg,640.0,480.0,292.0,184.0,67.0,95.0,335.0,25.0,59.0,45.0,,,,,,,,
2019-04-06-13-44-20-004322.jpg,640.0,480.0,292.0,184.0,67.0,95.0,335.0,25.0,58.0,44.0,,,,,,,,
2019-04-06-13-44-20-004356.jpg,640.0,480.0,292.0,184.0,67.0,95.0,335.0,25.0,58.0,44.0,,,,,,,,
2019-04-06-13-44-20-004389.jpg,640.0,480.0,292.0,184.0,67.0,95.0,335.0,25.0,58.0,44.0,,,,,,,,
2019-04-06-13-44-20-004423.jpg,640.0,480.0,292.0,184.0,67.0,95.0,336.0,25.0,58.0,44.0,,,,,,,,
2019-04-06-13-44-20-004456.jpg,640.0,480.0,292.0,184.0,67.0,95.0,335.0,25.0,58.0,44.0,,,,,,,,
2019-04-06-13-44-20-004490.jpg,640.0,480.0,292.0,185.0,66.0,93.0,334.0,25.0,59.0,45.0,,,,,,,,
2019-04-06-13-44-20-004523.jpg,640.0,480.0,292.0,185.0,66.0,93.0,334.0,25.0,59.0,45.0,,,,,,,,
2019-04-06-13-44-20-004557.jpg,640.0,480.0,292.0,185.0,66.0,93.0,334.0,25.0,59.0,45.0,,,,,,,,
2019-04-06-13-44-20-004590.jpg,640.0,480.0,291.0,186.0,66.0,93.0,334.0,25.0,58.0,44.0,,,,,,,,
2019-04-06-13-44-20-004624.jpg,640.0,480.0,291.0,186.0,66.0,93.0,333.0,25.0,59.0,45.0,,,,,,,,
2019-04-06-13-44-20-004657.jpg,640.0,480.0,292.0,187.0,65.0,91.0,333.0,25.0,58.0,44.0,,,,,,,,
2019-04-06-13-44-20-004691.jpg,640.0,480.0,291.0,187.0,65.0,91.0,332.0,25.0,58.0,44.0,,,,,,,,
2019-04-06-13-44-20-004724.jpg,640.0,480.0,290.0,187.0,66.0,93.0,331.0,26.0,58.0,44.0,,,,,,,,
2019-04-06-13-44-20-004758.jpg,640.0,480.0,290.0,188.0,65.0,91.0,331.0,26.0,58.0,44.0,,,,,,,,
2019-04-06-13-44-20-004791.jpg,640.0,480.0,289.0,188.0,66.0,93.0,330.0,26.0,59.0,45.0,,,,,,,,
2019-04-06-13-44-20-004825.jpg,640.0,480.0,289.0,190.0,65.0,91.0,330.0,27.0,58.0,44.0,,,,,,,,
2019-04-06-13-44-20-004858.jpg,640.0,480.0,287.0,190.0,65.0,91.0,328.0,26.0,59.0,45.0,,,,,,,,
2019-04-06-13-44-20-004892.jpg,640.0,480.0,286.0,191.0,65.0,91.0,327.0,27.0,58.0,44.0,,,,,,,,
2019-04-06-13-44-20-004925.jpg,640.0,480.0,287.0,193.0,65.0,91.0,328.0,27.0,58.0,44.0,,,,,,,,
2019-04-06-13-44-20-004959.jpg,640.0,480.0,288.0,193.0,66.0,93.0,329.0,27.0,59.0,45.0,,,,,,,,
2019-04-06-13-44-20-004992.jpg,640.0,480.0,291.0,194.0,66.0,93.0,333.0,28.0,59.0,45.0,,,,,,,,
2019-04-06-13-44-20-005026.jpg,640.0,480.0,296.0,196.0,66.0,93.0,339.0,28.0,58.0,44.0,,,,,,,,
2019-04-06-13-44-20-005059.jpg,640.0,480.0,301.0,197.0,66.0,93.0,345.0,29.0,56.0,43.0,,,,,,,,
2019-04-06-13-44-20-005093.jpg,640.0,480.0,307.0,199.0,65.0,91.0,352.0,30.0,56.0,43.0,,,,,,,,
2019-04-06-13-44-20-005126.jpg,640.0,480.0,312.0,201.0,65.0,91.0,358.0,31.0,56.0,43.0,,,,,,,,
2019-04-06-13-44-20-005160.jpg,640.0,480.0,317.0,202.0,63.0,89.0,364.0,32.0,58.0,44.0,,,,,,,,
2019-04-06-13-44-20-005193.jpg,640.0,480.0,322.0,204.0,65.0,91.0,370.0,33.0,58.0,44.0,,,,,,,,
2019-04-06-13-44-20-005227.jpg,640.0,480.0,327.0,206.0,65.0,91.0,377.0,33.0,59.0,45.0,,,,,,,,
2019-04-06-13-44-20-005260.jpg,640.0,480.0,333.0,207.0,67.0,95.0,384.0,34.0,59.0,45.0,,,,,,,,
2019-04-06-13-44-20-005294.jpg,640.0,480.0,333.0,203.0,72.0,100.0,391.0,36.0,59.0,45.0,,,,,,,,
2019-04-06-13-44-20-005327.jpg,640.0,480.0,337.0,204.0,74.0,103.0,396.0,36.0,59.0,45.0,,,,,,,,
2019-04-06-13-44-20-005361.jpg,640.0,480.0,339.0,207.0,72.0,100.0,398.0,36.0,60.0,46.0,,,,,,,,
2019-04-06-13-44-20-005394.jpg,640.0,480.0,339.0,208.0,74.0,103.0,399.0,37.0,61.0,47.0,,,,,,,,
2019-04-06-13-44-20-005428.jpg,640.0,480.0,340.0,211.0,72.0,100.0,400.0,38.0,61.0,47.0,,,,,,,,
2019-04-06-13-44-20-005461.jpg,640.0,480.0,340.0,212.0,75.0,105.0,400.0,38.0,61.0,47.0,,,,,,,,
2019-04-06-13-44-20-005495.jpg,640.0,480.0,340.0,215.0,73.0,102.0,400.0,39.0,61.0,47.0,,,,,,,,
2019-04-06-13-44-20-005528.jpg,640.0,480.0,339.0,215.0,75.0,105.0,400.0,39.0,61.0,47.0,,,,,,,,
2019-04-06-13-44-20-005562.jpg,640.0,480.0,340.0,219.0,73.0,102.0,400.0,40.0,61.0,47.0,,,,,,,,
2019-04-06-13-44-20-005595.jpg,640.0,480.0,340.0,220.0,73.0,102.0,399.0,41.0,61.0,47.0,,,,,,,,
2019-04-06-13-44-20-005629.jpg,640.0,480.0,340.0,222.0,73.0,102.0,400.0,41.0,61.0,47.0,,,,,,,,
2019-04-06-13-44-20-005662.jpg,640.0,480.0,341.0,225.0,73.0,102.0,401.0,44.0,60.0,46.0,,,,,,,,
2019-04-06-13-44-20-005696.jpg,640.0,480.0,341.0,227.0,75.0,105.0,402.0,44.0,61.0,47.0,,,,,,,,
2019-04-06-13-44-20-005730.jpg,640.0,480.0,341.0,230.0,75.0,105.0,402.0,44.0,61.0,47.0,,,,,,,,
2019-04-06-13-44-20-005763.jpg,640.0,480.0,341.0,230.0,76.0,107.0,403.0,44.0,61.0,47.0,,,,,,,,
2019-04-06-13-44-20-005797.jpg,640.0,480.0,342.0,234.0,75.0,105.0,403.0,46.0,61.0,47.0,,,,,,,,
2019-04-06-13-44-20-005830.jpg,640.0,480.0,341.0,235.0,76.0,107.0,403.0,46.0,61.0,47.0,,,,,,,,
2019-04-06-13-44-20-005864.jpg,640.0,480.0,341.0,238.0,76.0,107.0,401.0,47.0,62.0,48.0,,,,,,,,
2019-04-06-13-44-20-005897.jpg,640.0,480.0,340.0,240.0,78.0,109.0,400.0,47.0,62.0,48.0,,,,,,,,
2019-04-06-13-44-20-005931.jpg,640.0,480.0,336.0,241.0,82.0,119.0,400.0,48.0,62.0,48.0,,,,,,,,
2019-04-06-13-44-20-005964.jpg,640.0,480.0,336.0,244.0,82.0,119.0,399.0,49.0,62.0,48.0,,,,,,,,
2019-04-06-13-44-20-005998.jpg,640.0,480.0,336.0,247.0,82.0,119.0,398.0,49.0,62.0,48.0,,,,,,,,
2019-04-06-13-44-20-006031.jpg,640.0,480.0,336.0,251.0,82.0,119.0,398.0,50.0,64.0,49.0,,,,,,,,
2019-04-06-13-44-20-006065.jpg,640.0,480.0,336.0,256.0,80.0,116.0,397.0,51.0,64.0,49.0,,,,,,,,
2019-04-06-13-44-20-006098.jpg,640.0,480.0,336.0,260.0,78.0,114.0,396.0,53.0,62.0,48.0,,,,,,,,
2019-04-06-13-44-20-006132.jpg,640.0,480.0,334.0,260.0,81.0,118.0,396.0,53.0,62.0,48.0,,,,,,,,
2019-04-06-13-44-20-006165.jpg,640.0,480.0,334.0,266.0,81.0,118.0,395.0,55.0,64.0,49.0,,,,,,,,
2019-04-06-13-44-20-006199.jpg,640.0,480.0,334.0,266.0,83.0,121.0,394.0,55.0,65.0,50.0,,,,,,,,
2019-04-06-13-44-20-006232.jpg,640.0,480.0,334.0,271.0,81.0,118.0,394.0,57.0,64.0,49.0,,,,,,,,
2019-04-06-13-44-20-006266.jpg,640.0,480.0,333.0,271.0,83.0,121.0,394.0,56.0,64.0,49.0,,,,,,,,
2019-04-06-13-44-20-006299.jpg,640.0,480.0,332.0,273.0,85.0,123.0,393.0,58.0,62.0,48.0,,,,,,,,
2019-04-06-13-44-20-006333.jpg,640.0,480.0,331.0,276.0,85.0,123.0,392.0,59.0,62.0,48.0,,,,,,,,
2019-04-06-13-44-20-006366.jpg,640.0,480.0,330.0,279.0,85.0,123.0,390.0,61.0,65.0,50.0,,,,,,,,
2019-04-06-13-44-20-006400.jpg,640.0,480.0,329.0,282.0,85.0,123.0,387.0,63.0,66.0,51.0,,,,,,,,
2019-04-06-13-44-20-006433.jpg,640.0,480.0,328.0,283.0,87.0,126.0,385.0,62.0,68.0,52.0,,,,,,,,
2019-04-06-13-44-20-006467.jpg,640.0,480.0,327.0,287.0,87.0,126.0,384.0,64.0,66.0,51.0,,,,,,,,
2019-04-06-13-44-20-006500.jpg,640.0,480.0,326.0,289.0,88.0,128.0,384.0,63.0,66.0,51.0,,,,,,,,
2019-04-06-13-44-20-006534.jpg,640.0,480.0,325.0,292.0,88.0,128.0,383.0,65.0,66.0,51.0,,,,,,,,
2019-04-06-13-44-20-006567.jpg,640.0,480.0,324.0,293.0,90.0,131.0,382.0,64.0,68.0,52.0,,,,,,,,
2019-04-06-13-44-20-006601.jpg,640.0,480.0,324.0,297.0,88.0,128.0,382.0,66.0,66.0,51.0,,,,,,,,
2019-04-06-13-44-20-006634.jpg,640.0,480.0,323.0,299.0,88.0,128.0,380.0,65.0,68.0,52.0,,,,,,,,
2019-04-06-13-44-20-006668.jpg,640.0,480.0,323.0,301.0,90.0,131.0,379.0,67.0,66.0,51.0,,,,,,,,
2019-04-06-13-44-20-006701.jpg,640.0,480.0,322.0,305.0,88.0,128.0,379.0,68.0,66.0,51.0,,,,,,,,
2019-04-06-13-44-20-006735.jpg,640.0,480.0,322.0,308.0,88.0,128.0,376.0,68.0,68.0,52.0,,,,,,,,
2019-04-06-13-44-20-006768.jpg,640.0,480.0,321.0,310.0,88.0,128.0,376.0,68.0,68.0,52.0,,,,,,,,
