file,w,h,lazul_x,lazul_y,lazul_w,lazul_h,lverde_x,lverde_y,lverde_w,lverde_h,vazam_x,vazam_y,vazam_w,vazam_h,vamve_x,vamve_y,vamve_w,vamve_h
2019-04-06-13-35-48-005428.jpg,640.0,480.0,302.0,389.0,160.0,90.0,,,,,472.0,115.0,28.0,32.0,,,,
2019-04-06-13-35-48-005461.jpg,640.0,480.0,303.0,391.0,157.0,88.0,,,,,490.0,122.0,28.0,32.0,,,,
2019-04-06-13-35-48-005495.jpg,640.0,480.0,301.0,389.0,160.0,90.0,,,,,505.0,127.0,28.0,32.0,,,,
2019-04-06-13-35-48-005528.jpg,640.0,480.0,301.0,389.0,160.0,90.0,,,,,521.0,132.0,28.0,32.0,,,,
2019-04-06-13-35-48-005562.jpg,640.0,480.0,303.0,389.0,160.0,90.0,,,,,535.0,135.0,28.0,32.0,,,,
2019-04-06-13-35-48-005595.jpg,640.0,480.0,301.0,388.0,163.0,91.0,,,,,547.0,140.0,28.0,32.0,,,,
2019-04-06-13-35-48-005629.jpg,640.0,480.0,301.0,387.0,163.0,91.0,,,,,556.0,143.0,28.0,32.0,,,,
2019-04-06-13-35-48-005662.jpg,640.0,480.0,300.0,386.0,167.0,93.0,,,,,560.0,145.0,28.0,32.0,,,,
2019-04-06-13-35-48-005696.jpg,640.0,480.0,301.0,388.0,163.0,91.0,,,,,560.0,144.0,28.0,32.0,,,,
2019-04-06-13-35-48-005730.jpg,640.0,480.0,301.0,387.0,163.0,91.0,,,,,559.0,145.0,28.0,32.0,,,,
2019-04-06-13-35-48-005763.jpg,640.0,480.0,301.0,387.0,163.0,91.0,,,,,559.0,144.0,28.0,32.0,,,,
2019-04-06-13-35-48-005797.jpg,640.0,480.0,301.0,387.0,163.0,91.0,,,,,559.0,144.0,28.0,32.0,,,,
2019-04-06-13-35-48-005830.jpg,640.0,480.0,301.0,388.0,163.0,91.0,,,,,559.0,144.0,28.0,32.0,,,,
2019-04-06-13-35-48-005864.jpg,640.0,480.0,301.0,388.0,163.0,91.0,,,,,559.0,144.0,28.0,32.0,,,,
2019-04-06-13-35-48-005897.jpg,640.0,480.0,301.0,388.0,163.0,91.0,,,,,558.0,146.0,28.0,32.0,,,,
2019-04-06-13-35-48-005931.jpg,640.0,480.0,303.0,390.0,157.0,88.0,,,,,554.0,144.0,28.0,32.0,,,,
2019-04-06-13-35-48-005964.jpg,640.0,480.0,302.0,391.0,154.0,86.0,,,,,547.0,144.0,28.0,32.0,,,,
2019-04-06-13-35-48-005998.jpg,640.0,480.0,303.0,392.0,151.0,84.0,,,,,536.0,142.0,28.0,32.0,,,,
2019-04-06-13-35-48-006031.jpg,640.0,480.0,304.0,392.0,151.0,84.0,,,,,522.0,143.0,28.0,32.0,,,,
2019-04-06-13-35-48-006065.jpg,640.0,480.0,299.0,384.0,151.0,95.0,,,,,509.0,142.0,28.0,32.0,,,,
2019-04-06-13-35-48-006098.jpg,640.0,480.0,298.0,384.0,151.0,95.0,,,,,494.0,143.0,28.0,32.0,,,,
2019-04-06-13-35-48-006132.jpg,640.0,480.0,301.0,387.0,142.0,89.0,,,,,479.0,143.0,28.0,32.0,,,,
2019-04-06-13-35-48-006165.jpg,640.0,480.0,299.0,386.0,145.0,91.0,,,,,464.0,144.0,28.0,32.0,,,,
2019-04-06-13-35-48-006199.jpg,640.0,480.0,286.0,379.0,150.0,101.0,,,,,450.0,147.0,28.0,32.0,,,,
2019-04-06-13-35-48-006232.jpg,640.0,480.0,288.0,378.0,144.0,97.0,,,,,436.0,147.0,28.0,32.0,,,,
2019-04-06-13-35-48-006266.jpg,640.0,480.0,286.0,379.0,147.0,99.0,,,,,422.0,149.0,28.0,32.0,,,,
2019-04-06-13-35-48-006299.jpg,640.0,480.0,286.0,378.0,147.0,99.0,,,,,407.0,154.0,28.0,32.0,,,,
2019-04-06-13-35-48-006333.jpg,640.0,480.0,286.0,377.0,147.0,99.0,,,,,396.0,154.0,28.0,32.0,,,,
2019-04-06-13-35-48-006366.jpg,640.0,480.0,288.0,380.0,144.0,97.0,,,,,389.0,160.0,28.0,32.0,,,,
2019-04-06-13-35-48-006400.jpg,640.0,480.0,289.0,379.0,144.0,97.0,,,,,383.0,163.0,28.0,32.0,,,,
2019-04-06-13-35-48-006433.jpg,640.0,480.0,288.0,379.0,144.0,97.0,,,,,378.0,169.0,28.0,32.0,,,,
2019-04-06-13-35-48-006467.jpg,640.0,480.0,288.0,379.0,144.0,97.0,,,,,373.0,173.0,28.0,32.0,,,,
2019-04-06-13-35-48-006500.jpg,640.0,480.0,286.0,377.0,147.0,99.0,,,,,368.0,178.0,28.0,32.0,,,,
2019-04-06-13-35-48-006534.jpg,640.0,480.0,287.0,378.0,147.0,99.0,,,,,365.0,185.0,28.0,32.0,,,,
2019-04-06-13-35-48-006567.jpg,640.0,480.0,289.0,383.0,154.0,96.0,,,,,361.0,190.0,28.0,32.0,,,,
